ssim,mse,compressed_size
0.7091302846033668,141.72433047824435,5.3798828125
0.8019134307560284,71.35094282362196,13.3525390625
0.9062957847280293,29.38564215766059,32.654296875
0.953114738979376,12.908762613932291,65.599609375
