ssim,mse,compressed_size
0.6645145284413787,297.9423056708442,9.5458984375
0.8335176867259051,127.50336625840929,24.984375
0.9369171521117649,45.25665622287326,54.7734375
0.9744223016823336,19.410262213812935,94.4296875
