ssim,mse,compressed_size
0.7259677036602362,220.2487038506402,9.0166015625
0.8530657556660465,121.219482421875,25.0546875
0.9332056463141291,53.3919923570421,56.5078125
0.976859829256404,20.871939765082466,118.951171875
