quality,compressed_size,mse,ssim
3,9.0615234375,440.4670715332031,0.5959662747758289
12,16.6669921875,114.70002577039931,0.7679980053260919
62,48.8974609375,30.75722334120009,0.9115720057945335
88,99.7470703125,11.656767103407118,0.9571600924835889
