quality,compressed_size,mse,ssim
3,10.5419921875,824.4960869683159,0.39939156739221676
12,27.7138671875,305.46873728434247,0.6992778347629284
50,73.5869140625,113.02499220106337,0.874629184427712
83,140.2783203125,36.59609731038412,0.9500651115385814
