quality,compressed_size,mse,ssim
3,11.05078125,677.9896909925673,0.49734735732246915
12,27.3369140625,227.68421936035156,0.7674233152488122
37,56.43359375,92.26868353949652,0.8914541692135648
78,106.955078125,33.39693366156684,0.9533159682087176
