quality,compressed_size,mse,ssim
3,9.3515625,510.2247085571289,0.5399483903547257
12,20.57421875,188.77544657389322,0.7629928525547801
50,52.4345703125,65.32188415527344,0.9027134691366768
84,102.3984375,24.827881707085503,0.9559830214108981
